sample_id,creature_serial,source,generation,quality,hardiness,fortitude,dexterity,endurance,intellect,cleverness,dependability,courage,fierceness,power,armor,sa1,sa2,ranged,kinetic.special,kinetic.effective,kinetic,energy.special,energy.effective,energy,blast.special,blast.effective,blast,heat.special,heat.effective,heat,cold.special,cold.effective,cold,electricity.special,electricity.effective,electricity,acid.special,acid.effective,acid,stun.special,stun.effective,stun
07e80edb-b966-43fd-8513-ed82b5e2e4ee,07hb7unl,merek_harvester,"",4,708,606,746,512,708,548,755,507,97,656,1,area_combo,dizzy,false,75,0,75,-99,0,-99,0,10,10,0,10,10,0,10,10,-99,0,-99,0,10,10,-99,0,-99
4f6b10b8-4cee-4ddd-a882-a006836ff64c,07hb7unl,corellian_butterfly_defender,"",3,113,53,131,504,120,191,753,505,93,259,0,"",intimidation,false,0,5,5,15,0,15,-99,0,-99,-99,0,-99,-99,0,-99,-99,0,-99,-99,0,-99,-99,0,-99
def8febe-2cfd-4f79-8a70-7f3a9ca94c64,07hb7unl,festering_squill,"",3,365,152,403,507,402,277,757,504,100,389,0,blinding,medium_disease,false,40,0,40,40,0,40,0,15,15,-99,0,-99,0,15,15,0,15,15,50,0,50,-99,0,-99
bcf6ac7d-fc82-435f-bfd4-ddfbd9732467,07hb7unl,rancor,"",4,622,511,666,506,656,475,509,512,557,606,1,stunning,intimidation,false,30,0,30,30,0,30,-99,0,-99,60,0,60,60,0,60,60,0,60,-99,0,-99,-99,0,-99
b1506579-e63e-40a3-8575-b04c0acc605d,08scmn1f,narglatch,6td1segp,4,616,564,425,369,437,214,1000,353,99,419,1,strong_poison,strong_disease,true,15,0,15,10,0,10,-1,0,-1,16,0,16,16,0,16,-32,0,-32,0,0,0,-19,0,-19
59711cc5-2e89-42ad-b780-e5c281dad7b5,08scmn1f,eopie,e0egmmd6,4,544,446,321,304,403,152,765,306,105,246,1,strong_poison,strong_disease,true,22,0,22,16,0,16,9,0,9,-16,0,-16,-16,0,-16,-55,0,-55,-29,0,-29,-45,0,-45
51940ab6-172f-48f1-b466-a2705aeefd43,08scmn1f,gnort,0lddsdcp,3,620,468,535,510,540,361,509,512,94,353,0,dizzy,mild_poison,true,47,0,47,32,0,32,-12,0,-12,50,0,50,50,0,50,-99,0,-99,-5,0,-5,-64,0,-64
c2a38e93-1100-4add-87b4-1d69f5790375,08scmn1f,eopie,e0egmmd6,4,550,452,329,301,408,154,755,306,98,240,1,strong_poison,strong_disease,true,22,0,22,16,0,16,9,0,9,-16,0,-16,-16,0,-16,-55,0,-55,-29,0,-29,-45,0,-45
8140518b-e81c-4d1d-b70a-503e4302749a,08scmn1f,narglatch,6td1segp,4,612,565,425,368,433,223,1000,353,95,423,1,strong_poison,strong_disease,true,15,0,15,10,0,10,-1,0,-1,16,0,16,16,0,16,-32,0,-32,0,0,0,-19,0,-19
994b11c7-f73e-4129-838a-cf8943380057,094fpaem,merek_harvester,"",5,701,613,677,514,642,552,763,510,101,668,1,area_combo,dizzy,false,75,0,75,-99,0,-99,0,10,10,0,10,10,0,10,10,-99,0,-99,0,10,10,-99,0,-99
1c56ba04-35e4-4d1a-a61c-b5c0f3f51654,094fpaem,merek_harvester,"",4,694,606,664,504,638,552,759,510,101,658,1,area_combo,dizzy,false,75,0,75,-99,0,-99,0,10,10,0,10,10,0,10,10,-99,0,-99,0,10,10,-99,0,-99
cee41b3c-905b-462d-a119-04440d5ba0b3,094fpaem,gnort,38u9raer,5,373,101,213,430,167,80,510,526,103,107,0,crippling,intimidation,false,28,0,28,5,0,5,0,9,9,-99,0,-99,-68,0,-68,-68,0,-68,-5,0,-5,-99,0,-99
a9dfd26e-480a-44a9-8a96-0cc6d5c2bb24,094fpaem,gnort,c0cnraai,5,290,103,220,426,154,17,514,528,105,50,0,crippling,intimidation,false,28,0,28,5,0,5,0,9,9,-99,0,-99,-68,0,-68,-68,0,-68,-5,0,-5,-99,0,-99
d016f381-8591-45e0-8e56-8dc039566225,094fpaem,gnort,38u9raer,3,360,92,204,413,161,75,504,512,92,95,0,crippling,intimidation,false,28,0,28,5,0,5,0,9,9,-99,0,-99,-68,0,-68,-68,0,-68,-5,0,-5,-99,0,-99
9f01a56f-568a-4f0f-8964-f957ef45690a,0el9tnqd,arachne_hatchling,"",3,234,56,195,508,196,188,753,503,94,200,0,"",mild_disease,false,10,0,10,10,0,10,0,5,5,-99,0,-99,-99,0,-99,0,5,5,85,0,85,0,5,5
8b1b7cd6-376e-427b-aac1-fa7a35d43b6d,0el9tnqd,arachne_hatchling,"",3,219,58,231,504,241,184,750,507,92,200,0,"",mild_disease,false,10,0,10,10,0,10,0,5,5,-99,0,-99,-99,0,-99,0,5,5,85,0,85,0,5,5
4f7efdfb-8f43-491d-9bc4-ee8d6e3a4d65,0el9tnqd,arachne_hatchling,"",5,242,65,208,511,209,201,764,519,102,210,0,"",mild_disease,false,10,0,10,10,0,10,0,5,5,-99,0,-99,-99,0,-99,0,5,5,85,0,85,0,5,5
5c180245-e106-40db-8b4a-6cb234ea9322,0el9tnqd,narglatch,pfirekme,3,470,196,340,407,357,136,1000,520,98,213,0,stunning,crippling,true,40,0,40,43,0,43,0,19,19,16,0,16,16,0,16,-24,0,-24,16,0,16,-99,0,-99
b3a1381f-853b-40fd-8851-8e8e66199c75,0el9tnqd,narglatch,8roonn2r,5,162,64,187,385,158,160,1000,494,103,59,0,stunning,crippling,false,20,0,20,25,0,25,0,5,5,-56,0,-56,-56,0,-56,-55,0,-55,-50,0,-50,-62,0,-62
3ce07de4-4b91-4a1a-9ff4-68e5bef36d31,0enc7p4r,bantha_matriarch,"",3,511,106,514,504,470,232,1000,505,279,285,0,stunning,crippling,false,35,0,35,10,0,10,0,10,10,50,0,50,-99,0,-99,-99,0,-99,-99,0,-99,-99,0,-99
9c2c8f5f-398d-4657-b7ff-51d03aa613ff,0enc7p4r,bantha,4d651pk3,3,65,92,82,259,121,150,757,188,91,41,0,dizzy,"",true,10,0,10,17,0,17,0,9,9,0,9,9,0,9,9,-41,0,-41,0,9,9,-97,0,-97
f3f7328c-f123-4361-bca2-50d9749580c7,0enc7p4r,bantha,4d651pk3,3,66,99,76,265,128,146,756,109,94,31,0,dizzy,"",true,10,0,10,17,0,17,0,9,9,0,9,9,0,9,9,-41,0,-41,0,9,9,-97,0,-97
b98f7983-7356-43c6-b983-2e6221e5478c,0enc7p4r,bantha,4d651pk3,2,65,91,71,254,123,143,750,193,90,30,0,dizzy,"",true,10,0,10,17,0,17,0,9,9,0,9,9,0,9,9,-41,0,-41,0,9,9,-97,0,-97
67ecfd49-ab6a-4e5f-8a02-face89d15ddd,0enc7p4r,puny_gackle_bat,"",2,6,2,8,503,7,81,751,503,88,55,0,"",stunning,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99
de8ec237-c70d-4c58-8f17-cbc897aeb4a7,0etpojrb,merek_harvester,"",5,721,619,681,519,744,555,768,512,101,663,1,area_combo,dizzy,false,75,0,75,-99,0,-99,0,10,10,0,10,10,0,10,10,-99,0,-99,0,10,10,-99,0,-99
7e67db72-ad68-47be-9b67-899ecdca60d8,0etpojrb,merek_harvester,"",4,714,611,629,511,727,553,757,509,96,656,1,area_combo,dizzy,false,75,0,75,-99,0,-99,0,10,10,0,10,10,0,10,10,-99,0,-99,0,10,10,-99,0,-99
5f30a7c6-82b5-415f-80ce-4b12aff2beb0,0etpojrb,bearded_jax,b3np596f,3,310,140,251,400,167,84,756,342,92,149,0,"",dizzy,false,44,0,44,0,0,0,0,13,13,-99,0,-99,-68,0,-68,-68,0,-68,-5,0,-5,-99,0,-99
59765705-1b39-4e96-8923-d4e6bbd66328,0etpojrb,bearded_jax,b3np596f,3,308,135,249,399,160,78,750,343,93,146,0,"",dizzy,false,44,0,44,0,0,0,0,13,13,-99,0,-99,-68,0,-68,-68,0,-68,-5,0,-5,-99,0,-99
55f5fd28-cd40-4ed4-8071-17f7ac72cdeb,0etpojrb,bearded_jax,b3np596f,3,304,132,250,404,159,86,755,342,90,153,0,"",dizzy,false,44,0,44,0,0,0,0,13,13,-99,0,-99,-68,0,-68,-68,0,-68,-5,0,-5,-99,0,-99
22db3e88-6db3-4013-8816-ee197603cc62,0f5spo4n,merek_harvester,"",3,723,604,704,509,661,546,755,506,95,632,1,area_combo,dizzy,false,75,0,75,-99,0,-99,0,10,10,0,10,10,0,10,10,-99,0,-99,0,10,10,-99,0,-99
c600e2f2-2465-458c-915f-29e8fdafffd9,0f5spo4n,delirious_merek_avenger,"",5,552,562,651,518,564,387,760,515,110,474,1,unknown,stunning,true,45,0,45,-99,0,-99,0,5,5,0,5,5,0,5,5,0,5,5,0,5,5,-99,0,-99
526adc01-a5be-4e94-b927-1d62a49f77a0,0f5spo4n,delirious_merek_avenger,"",4,648,558,547,505,628,374,765,507,100,467,1,unknown,stunning,true,45,0,45,-99,0,-99,0,5,5,0,5,5,0,5,5,0,5,5,0,5,5,-99,0,-99
81a3eb98-9ca0-4762-a6d6-91cacb120294,0f5spo4n,merek_harvester,"",4,641,607,654,512,679,550,764,505,104,661,1,area_combo,dizzy,false,75,0,75,-99,0,-99,0,10,10,0,10,10,0,10,10,-99,0,-99,0,10,10,-99,0,-99
b40d073e-9ff0-4786-970d-e25a44550696,0f5spo4n,shear_mite,ffi0k8v6,3,504,249,505,524,477,252,501,334,97,407,0,dizzy,mild_poison,true,40,0,40,-11,0,-11,0,24,24,-11,0,-11,-11,0,-11,-99,0,-99,-99,0,-99,-99,0,-99
47911123-59d6-41a9-93d1-eed9d3e10dd3,0iafqb8b,bull_rancor,"",4,730,659,668,505,750,621,506,515,601,676,1,plague_strike,dizzy,false,35,0,35,60,0,60,0,15,15,80,0,80,80,0,80,80,0,80,0,15,15,0,15,15
35d03b1d-96e7-4eac-8f42-116707dce450,0iafqb8b,rancor_youth,"",4,544,310,578,510,553,379,514,507,467,506,0,knockdown,open_wounds,false,35,0,35,60,0,60,0,30,30,100,0,100,100,0,100,100,0,100,0,30,30,0,30,30
5b68cffd-7869-432d-ac36-a066b79b022b,0iafqb8b,rancor_youth,"",5,516,319,526,510,606,385,512,519,469,513,0,knockdown,open_wounds,false,35,0,35,60,0,60,0,30,30,100,0,100,100,0,100,100,0,100,0,30,30,0,30,30
bde3b8d5-eb05-4ac1-92c7-53e2e786cda2,0iafqb8b,bull_rancor,"",5,698,664,768,518,721,628,517,515,606,687,0,plague_strike,dizzy,false,35,0,35,60,0,60,0,15,15,80,0,80,80,0,80,80,0,80,0,15,15,0,15,15
a84e4e42-24e9-40bd-a61d-819368c51a2f,0iafqb8b,rancor_youth,"",4,547,314,569,511,551,378,507,507,466,504,0,knockdown,open_wounds,false,35,0,35,60,0,60,0,30,30,100,0,100,100,0,100,100,0,100,0,30,30,0,30,30
259d104f-9466-476a-9f9b-9468275718a6,0ifvf46h,mantigrue_reaper,"",4,624,512,592,506,646,423,761,514,103,516,1,unknown,"",true,40,0,40,40,0,40,70,0,70,0,0,0,70,0,70,70,0,70,70,0,70,70,0,70
a0685812-d45a-4762-a5b6-beeb844ba53f,0ifvf46h,mantigrue_reaper,"",5,636,513,625,514,589,427,769,513,107,517,1,unknown,"",true,40,0,40,40,0,40,70,0,70,0,0,0,70,0,70,70,0,70,70,0,70,70,0,70
6f9baa4d-6803-4fc8-9591-875437246fee,0ifvf46h,mantigrue_reaper,"",5,594,512,650,512,632,435,769,516,100,521,1,unknown,"",true,40,0,40,40,0,40,70,0,70,0,0,0,70,0,70,70,0,70,70,0,70,70,0,70
7718f1d4-457d-46f2-96c5-ece97d8aee1e,0ifvf46h,mantigrue_reaper,"",5,628,511,595,512,644,431,768,516,102,522,1,unknown,"",true,40,0,40,40,0,40,70,0,70,0,0,0,70,0,70,70,0,70,70,0,70,70,0,70
41bee7de-8e83-4633-853d-13d203e4f3fa,0ifvf46h,rancor,"",5,651,519,699,518,660,474,515,515,562,615,1,stunning,intimidation,false,30,0,30,30,0,30,-99,0,-99,60,0,60,60,0,60,60,0,60,-99,0,-99,-99,0,-99
5c3839d9-6988-4c8c-a0cd-5f20ff4c8113,0lddsdcp,arachne_webmaster,"",5,688,570,612,515,612,478,762,513,109,588,1,stunning,strong_poison,false,35,0,35,35,0,35,-99,0,-99,60,0,60,60,0,60,-99,0,-99,60,0,60,-99,0,-99
f0d32159-c9b1-47a0-ba93-3b56b7d11cf6,0lddsdcp,ancient_graul,"",4,605,510,552,505,625,424,509,514,557,511,1,dizzy,blinding,false,60,0,60,45,0,45,70,0,70,70,0,70,70,0,70,-99,0,-99,0,0,0,0,0,0
7723e5b8-fa5d-4070-8394-33484a4f2534,0lddsdcp,voritor_dasher,"",4,588,207,561,514,548,304,757,513,96,465,0,dizzy,poison_spray,true,0,20,20,-99,0,-99,0,20,20,-99,0,-99,-99,0,-99,-99,0,-99,-99,0,-99,0,20,20
b7ac12ee-43af-4134-b8b0-43e0bf924552,0lddsdcp,ancient_graul,"",4,604,505,551,510,618,423,512,512,557,519,1,dizzy,blinding,false,60,0,60,45,0,45,70,0,70,70,0,70,70,0,70,-99,0,-99,0,0,0,0,0,0
5e6824fd-a72f-4ad4-aff7-101e34412487,0lddsdcp,kliknik_queen,"",4,598,264,513,509,602,329,760,513,102,418,0,dizzy,mild_poison,true,60,0,60,35,0,35,0,25,25,35,0,35,35,0,35,-99,0,-99,-99,0,-99,-99,0,-99
3673bbac-850a-4364-aaaa-de5349e10870,0pct89s1,blurrg_pup,"",4,147,55,152,506,161,179,763,515,101,202,0,"","",false,0,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,5,5
e59a07ae-8f53-4c88-ac56-036d4c3195be,0pct89s1,blurrg_pup,"",3,149,54,159,504,150,172,760,503,100,206,0,"","",false,0,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,5,5
6d11f933-23e5-410b-8bcd-23cd6b194b84,0pct89s1,diseased_vrelt,"",3,27,10,31,504,25,109,760,506,95,78,0,mild_disease,"",false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,-99,0,-99
cad106d1-feab-4b98-9456-a4236d37e620,0pct89s1,giant_worrt,"",3,87,1,89,509,106,158,853,505,98,172,0,stunning,"",false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,-99,0,-99
d71d0bda-d271-4a89-8e39-4f7345cc24a9,0pct89s1,pugoriss,"",3,73,3,75,509,72,158,750,501,93,173,0,"",intimidation,false,10,0,10,10,0,10,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,-99,0,-99
e2f0e9a5-07e2-4f3e-b4a5-8a2f2c33240e,0vd5dclr,swarming_lesser_dewback,"",3,224,50,214,503,217,171,957,507,324,178,0,stunning,"",false,15,0,15,0,5,5,10,0,10,0,5,5,-99,0,-99,-99,0,-99,-99,0,-99,-99,0,-99
2b32fbed-6092-427e-adb6-9e83874fe179,0vd5dclr,huurton_pup,"",3,2,2,1,500,1,18,755,509,97,40,0,"","",false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99
da10ce0d-4458-4bd2-96de-e681b8d654c9,0vd5dclr,huurton_pup,"",5,14,14,18,509,20,26,769,512,103,54,0,"","",false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99
0561e985-892b-4581-8b73-db7ef5c1c788,0vd5dclr,huurton_pup,"",5,12,15,18,519,13,32,766,511,100,50,0,"","",false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99
cd88afe8-6e57-4da6-aee3-0b86c7cfc1de,0vd5dclr,huurton_pup,"",5,17,15,19,517,20,35,765,517,107,54,0,"","",false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99
f2e1d5ee-a4ff-4d27-b878-b8840922de3f,10pq6ihd,voritor_dasher,"",5,627,213,623,509,559,308,766,511,107,470,0,dizzy,poison_spray,true,0,20,20,-99,0,-99,0,20,20,-99,0,-99,-99,0,-99,-99,0,-99,-99,0,-99,0,20,20
89ed1152-86af-43f4-9002-34191a6b19fd,10pq6ihd,venomfilled_arachne,"",4,502,215,563,508,539,322,760,515,277,385,0,stunning,strong_poison,true,45,0,45,45,0,45,0,20,20,65,0,65,65,0,65,0,20,20,65,0,65,-99,0,-99
7d20cbc5-a88a-4a64-82e7-fbcba6c7a029,10pq6ihd,gaping_spider_hunter,"",4,554,505,542,510,578,409,508,511,328,555,1,stunning,medium_poison,true,30,0,30,30,0,30,60,0,60,15,0,15,-99,0,-99,-99,0,-99,0,0,0,-99,0,-99
37a9222f-cee5-4b28-a338-e7f58d26d5de,10pq6ihd,venomfilled_arachne,"",3,494,209,565,504,538,310,750,505,275,373,0,stunning,strong_poison,true,45,0,45,45,0,45,0,20,20,65,0,65,65,0,65,0,20,20,65,0,65,-99,0,-99
8a0942bd-3804-49d6-aa1f-35f6cf4e6e01,10pq6ihd,mature_hanadak,"",4,496,206,564,510,567,298,761,514,98,373,0,intimidation,dizzy,false,25,0,25,0,20,20,-99,0,-99,80,0,80,80,0,80,80,0,80,-99,0,-99,-99,0,-99
24742b33-a69c-4dfd-ade7-a8b7709dce4f,15bh6u6r,greater_sludge_panther,"",4,433,108,472,504,446,242,956,508,418,302,0,crippling,"",false,35,0,35,0,10,10,0,10,10,-99,0,-99,-99,0,-99,-99,0,-99,45,0,45,-99,0,-99
f4431d73-5891-4f17-9220-8279d7cec7e9,15bh6u6r,greater_sludge_panther,"",3,473,108,441,509,477,234,958,505,413,300,0,crippling,"",false,35,0,35,0,10,10,0,10,10,-99,0,-99,-99,0,-99,-99,0,-99,45,0,45,-99,0,-99
1a19da92-3045-4e3b-8c59-0f4004ad507a,15bh6u6r,kima,"",5,321,62,269,515,311,200,763,517,108,216,0,"",intimidation,false,15,0,15,20,0,20,0,5,5,-99,0,-99,0,5,5,-99,0,-99,-99,0,-99,-99,0,-99
bf74cc9a-1afc-4f2f-b650-dc7501ab835a,15bh6u6r,savage_guf_drolg,"",3,142,58,138,505,163,171,754,506,97,211,0,"",intimidation,false,10,0,10,0,5,5,0,5,5,-99,0,-99,-99,0,-99,-99,0,-99,-99,0,-99,-99,0,-99
4d90c63c-fe7f-4ef9-94c3-ce15ee80b318,15bh6u6r,kima,"",5,314,63,266,509,311,201,763,518,101,215,0,"",intimidation,false,15,0,15,20,0,20,0,5,5,-99,0,-99,0,5,5,-99,0,-99,-99,0,-99,-99,0,-99
7ba76964-6b98-4984-a856-c80b40155fac,1f7bgk2q,bull_rancor,"",3,702,653,701,507,652,616,508,504,598,677,1,plague_strike,dizzy,false,35,0,35,60,0,60,0,15,15,80,0,80,80,0,80,80,0,80,0,15,15,0,15,15
b7387110-36c0-4911-b4de-663bc0c2c72d,1f7bgk2q,rancor,"",5,590,514,632,519,624,473,510,514,563,617,1,stunning,intimidation,false,30,0,30,30,0,30,-99,0,-99,60,0,60,60,0,60,60,0,60,-99,0,-99,-99,0,-99
a5bfa5e1-4810-44b4-9fe2-ab4ba7f48722,1f7bgk2q,rancor,"",4,596,506,579,508,625,473,507,515,558,610,1,stunning,intimidation,false,30,0,30,30,0,30,-99,0,-99,60,0,60,60,0,60,60,0,60,-99,0,-99,-99,0,-99
66ae4477-2260-48a5-a865-19b1ccce91d1,1f7bgk2q,rancor,"",4,592,507,572,510,625,466,514,507,553,611,1,stunning,intimidation,false,30,0,30,30,0,30,-99,0,-99,60,0,60,60,0,60,60,0,60,-99,0,-99,-99,0,-99
a889a568-ca9c-405d-9343-413d5618a933,1f7bgk2q,rancor,"",3,614,506,630,504,691,464,500,509,555,604,1,stunning,intimidation,false,30,0,30,30,0,30,-99,0,-99,60,0,60,60,0,60,60,0,60,-99,0,-99,-99,0,-99
baeaf45a-a298-47dd-bfe0-ec8662f1acb8,1f8gec1e,rancor,jgb13jcl,4,557,445,457,408,481,220,509,348,96,515,0,blinding,stunning,true,40,0,40,41,0,41,62,0,62,-21,0,-21,62,0,62,69,0,69,70,0,70,67,0,67
26cf1aae-b14a-47d7-ab43-fbbdcd99a5f5,1f8gec1e,merek,pqdj5qcg,3,552,365,532,284,576,432,756,345,93,360,0,stunning,intimidation,false,38,0,38,38,0,38,-46,0,-46,43,0,43,43,0,43,14,0,14,-94,0,-94,-40,0,-40
