experiment_id,serial,quality,hardiness,fortitude,dexterity,endurance,intellect,cleverness,dependability,courage,fierceness,power,armor,physique,prowess,mental,psychology,aggression
e357260f-18c3-41f3-a78b-1ab9ff861938,top6b9cr,great_success,33,8,34,331,16,39,758,331,24,57,"",dd6f95b8-0a5d-4963-a431-c036a6ae0b43,a2f2c6ba-e231-4990-bf16-415c02afd751,ea655957-94b9-47c1-b67d-9a9e4c773768,b3d94f77-210e-46a0-b823-f0f5c25b0f3b,0ad587d2-0121-4f84-ad03-ac68ba5f884e
a171f218-46eb-44cf-a1c2-546b0d49a287,01071ce5,high,25,5,13,331,5,7,730,339,41,16,"",1f7d415b-a6aa-4d07-9803-3db6f3833fe9,6bae6044-631f-4a5c-a103-424334d2b4a5,4dbdbc48-4cf4-4f6a-9566-bba229fa4d8f,3438236e-c2d4-44e6-8b76-8b2a74101a9c,36ef0ac8-2739-4585-800a-1ea85985c7f6
f3c5ada3-b538-4853-99bc-7d522c33d8d3,6e2lqi1g,high,391,84,417,335,398,184,580,336,178,407,"",43f67dfd-84b1-4fff-b2b4-36fea816504b,91e6bd09-0771-4fac-917c-81973eee3d44,b3ac8c9c-c04f-48ae-b9ff-4b4666e4293e,24e9d097-b359-4715-8042-8b9ba84996f4,f37bf8d7-6b4c-4e0a-8a58-1d940ab9e137
d5d4f4f5-8821-4460-83ea-97bc6b62e62a,rau49ui1,high,381,93,132,335,128,69,784,511,74,96,"",6a3f6267-3226-4011-9ba0-abc7906e4b23,1cae22a5-0c13-4104-b43e-a3eec7f9953e,79880881-bd26-4a3b-8b65-14ebe0032c5d,5e274cdd-3a10-47ec-b516-0b3db3cdb514,5421a25a-fa85-4c9d-9011-0d5c1042e560
7ae30769-82e7-4e34-bfc5-cd659beb6b42,s53glk68,high,624,516,625,513,585,468,478,478,432,486,light,45746a5a-0ef6-44c7-bf39-4a39fb9c5d5b,c1c1fd63-2592-4c1d-84e8-537fbf23cf24,7a7feaf7-ff21-4772-8946-4081bbb18e57,8e97d68b-2833-4d54-aeba-14e5501cf564,b334709f-d316-48d2-a8fc-040b0c26fcb4
74714289-16b5-4a7b-b08d-70e2ee0d3d00,idmmbc11,high,512,390,204,155,136,103,644,312,99,225,"",ea2ab6cf-422c-4efb-88d1-16f5c7012439,b62cc0c6-7069-4973-b2fe-58d673efd072,9226cacf-25e4-4d80-bc0e-ff51fe28748a,07a7a3d9-f67a-4c5e-b194-c1713eb3920a,13d3c9da-5a99-44a4-925c-a9022b5221f3
8157239f-49f2-4060-8870-351ca73a5457,ktvcu4hc,great_success,394,151,363,273,489,227,489,297,53,256,"",a1630e4c-d776-472c-b115-d8ead5f81c0f,cff77196-f4e8-4c19-896f-94050eaee545,2da65183-5cc2-4da2-bd5b-c75f708c38e5,ac39a7cd-cd1e-4571-a8a0-4399a85d84c4,02b18ffb-ee68-4cb8-befc-253a950f9787
da9e0d8c-8a65-4a53-bdb4-535f801a925d,saqec934,above_average,552,394,517,481,295,233,735,503,238,436,"",30b4f44f-f72a-4cb4-9818-97bbd0922b70,c46f6017-6b2d-441e-8f85-3999d8504878,85493a30-e6d1-4740-bb1f-1623a7b2ed2b,8ccc44b7-c541-4597-a0bb-f531cb6f186f,e37c7f3b-7675-41db-a334-060353d2ebc0
fcae0f14-1de1-46c6-a7d4-2f9b0f67eedc,u6ctganm,high,568,444,330,303,99,46,761,523,25,136,"",521ab9ac-952e-4e39-869e-e79757b50806,64f379f4-529c-46e9-a1d9-c03f9ea27c1a,9c7b5611-9698-4524-a940-f9612f4b8c97,d3c1dc3b-0c0b-432c-b11a-5c2e163d66a6,32d52652-451a-432b-a7f9-79f2193a7fc9
165ceaf4-2a83-4758-862b-3a866736d2fc,5gj0fnlq,above_average,557,439,311,281,401,193,503,120,103,292,"",29dca731-6ac1-4ba9-804c-fe2430af9b2f,075ca4d1-2aeb-41bb-b6c3-08ff8d21e82e,1b97d4c0-fa77-4c4a-9a2f-54a6324a76af,6a1b1f45-078c-4093-9310-43c025b0278c,5adbc0b3-a2f4-4746-8c32-4bf32f874e33
99d94833-98ee-40df-a765-5e07a1cbbb63,36gdjoig,high,211,42,207,418,64,53,692,333,26,129,"",ee712437-5369-4733-a429-e76800ec9909,156de67f-61dc-40e5-a241-eb915fbdab4d,0aba7c24-faa9-4940-b87a-60d57ddecc9d,e6a1daeb-b42f-4a2b-aa87-eb28754719f8,dffc16e9-02e9-4467-b9ab-93dd71c2eb5d
573069f8-73a5-4860-a88d-aa030e6ee457,cts10b51,great_success,398,265,339,311,99,45,691,353,26,136,"",5c84495e-c8ed-4c58-a68a-f9a27f829be6,679dba7c-1cf1-4f25-8908-b42599339ef8,fa03968b-76c9-4bb8-803b-81df4e1a439a,96c97114-7c38-4b43-a324-6294034517fe,817d1bc3-6469-4538-8edc-78486b387c31
4d561c92-1672-4f6e-80bb-a7db6d0c1de0,7n85hv2t,above_average,73,16,47,330,53,26,682,334,23,37,"",f6c35280-3900-408b-b52d-4dd2063677c9,c18a5c44-c0e6-4cdf-896a-5cba4b11e559,50b59fb3-c6ab-4d5f-83a3-1e8cb8e268a5,25657dd1-4db5-4ac4-be57-95913a65d685,dfa275d6-8d8d-4d47-ae28-910d92161ea3
dba7dc27-4753-4e10-8a46-7c01f1f71e75,cr940ikd,high,552,414,340,292,88,28,760,524,26,237,"",6be76e06-5a51-4f3a-b53d-f712160f92df,09900516-32a8-4d78-836e-79c69ba4c58a,74e73493-db13-456d-a606-dc4c870a5c11,e11af9c8-6751-4054-a11b-3d70d4603dd7,992fbbd5-2aff-498c-b438-452f3d4905e7
fd3bf035-8de0-44f4-a5ec-add3ec76a6c4,bij40lld,high,326,226,283,336,324,136,640,429,236,408,"",d04f90c5-70d4-40f0-b395-63dcaca9f12c,3d3c14a7-41f1-49dd-8e11-8798aa0d50b5,fa5d1a3d-8b5e-40ab-889d-17c89d1f2037,c7638dbf-4b0b-4aa1-890e-8e077a5f4a3f,9be653d8-a873-421c-ade2-7210963b9017
cdf09687-8be6-4354-b3fe-595c9aabf05f,fcfdd9r6,average,189,42,194,251,162,54,566,255,9,82,"",aac854ba-2aa6-41cb-a51b-802ec9e98922,24247862-c0e4-4bbb-8de1-7108e945f73b,bb3b7685-77fa-4c85-9434-330b6332238e,ab1815ad-4c13-45b0-85e1-514580777ce7,5648eeb0-e2ca-4088-a39b-9cc630d979db
15f5ba02-19a5-4831-a2da-046255b17f59,5rnr3aci,high,371,95,219,336,110,68,788,511,74,97,"",cccf841f-b2a8-4959-b85f-b18108405381,3eb5b658-2dc5-4f4e-a4f3-c31a5cf19a1b,242fb490-ab22-42bf-89e9-0cd189b2cca3,60f2f896-7a3e-42a9-b768-453e1d975ee6,d39e1b6a-941d-4db2-b4f6-2769e598f772
f0746046-7853-4825-9d28-4baeb08d5e07,7lm5lsrq,low,389,219,266,336,74,64,757,708,37,95,"",8adc5c8a-e590-4abb-95a8-ead967c6ecbf,b1ed9acd-c4f7-4b6a-86d8-4b0bf57f6d64,5fdf4137-011a-45be-8ac3-99fc69f1aa92,adbc0e32-43c4-4f8d-95f6-dba75a0c3f6b,e2b09685-d9b2-4efe-8edb-4414ec7e621b
348958df-d1ee-496a-adf1-7ac354230d74,97pdf4f6,above_average,646,583,498,392,565,428,479,413,268,525,light,59768590-0924-4889-90b3-28645ba4ffd0,2d748b89-b335-4ec0-b8af-a948f5a04d0e,02c9d44b-9061-4691-86f7-caf3ab92a9f8,a7acbcfe-5667-4d6e-aed8-df454749b8f6,9d87e176-f45a-475d-a8ae-b170c27376a0
ab1ca01e-6701-477e-a9c7-d117fe9d7902,nm37iiur,high,590,440,389,308,95,48,762,524,26,129,"",2ec2c754-338f-426d-9c4a-9694e709d212,f19e4007-f090-4eaa-91f2-bf7b28cf8966,971354f1-06c9-4ed3-8441-0886ca634dbf,d9bdbd97-4170-4cfa-afe5-c6077f1636c6,57600782-c969-4207-8d4e-33519a6f926b
e47226fc-3219-4feb-8165-6a3883af4caa,svppin03,average,214,83,229,325,171,158,676,151,23,1,"",cbbde089-556c-4e67-86b4-292e9bbdc221,7a925e0b-37bf-4768-9156-bfb09ce85a78,55f9066f-6f30-47bb-911b-51229def47b1,dac81365-e8f2-416a-b5c3-a4d392029ac5,0f5dc6f5-6958-4804-856b-df46a411abd5
bcbb2d02-d5d7-4785-823a-bd4727f1fd2c,cb0naj3k,average,41,8,191,351,12,28,478,297,40,20,"",780719cf-8328-45f1-82a9-45f509a93872,3a4ae197-177f-4636-983a-1366fff0ceb0,5b4ec08e-4147-473c-9c6b-017c8269b092,2f9e8fcd-f5ee-43d4-9e39-26481e0bbbea,989586b4-afb3-4f66-9e74-37cfa3bb91f1
3be246bd-89f6-4d5d-bc70-0bf47e1002c1,hkfo9gda,above_average,255,219,80,332,188,182,267,337,122,134,"",b7fca254-b99f-4fc9-aa83-8ddb115c2823,0b0bf54b-7576-4ff8-a574-1c9a7ff7af2b,1f4df0b5-d22c-435f-a413-bf6061c69992,ce77d2fe-757f-4c27-a51c-a6ae63d09f53,f2dc4ab6-5fdc-42ef-b842-9d530b00bb14
03db2db8-6969-446f-a507-6409269bfd01,b54lf44p,high,546,422,313,286,78,40,766,376,26,155,"",e2713397-b63a-4a80-86cf-03abd0fda982,36dbb4f5-99b0-48fb-abb5-c5e79a883a56,69e2e2ef-0dba-4d6e-89ff-e611f8e6afc6,70af4230-c5af-4eb6-a812-a6d8215dfe2c,1b879c1e-629c-4e64-bf39-959b46f2e99a
a62f2372-4fe5-4b64-a31a-4d85877528f4,nn314aml,high,386,95,221,337,113,67,783,510,72,96,"",97abacf8-36a6-4110-bbf2-d3c7eaff7201,e4c81049-11c6-40f5-82ea-ee557f110e30,58c6c54a-10be-47c4-ad9d-22fb2de6a557,28f34c3f-933f-4f71-ae4b-06390630918c,166ec31a-ab64-41ea-8dc6-cf3781f36419
94b87904-8caa-4600-97f3-7b8a68c7053e,b0jlk4j8,high,625,526,532,487,483,248,759,512,101,415,light,cf229792-c369-4a70-a49d-fc785ceacab9,851daa97-75aa-41a3-8596-51a72aee6f87,2d1890ce-e866-4572-aed6-442f4c7acce7,4a7f9618-9f8d-4973-abbd-7635f15a8efc,12ef8023-7ddb-4fcb-b948-62bfe390e217
35ca2e5c-ef02-41f2-b6d7-0e5049426ed7,4lnqtu83,great_success,506,332,399,308,419,148,690,351,27,271,"",a07e58d1-ccb9-4f40-a079-ef31d16e56e2,7b499ac2-7dd0-4ab0-9517-e59c4e70bdea,d35cadbc-9dbd-4a56-91e6-ed364309cdf0,ac56a108-4a26-4d03-8425-6a247c15fad8,61a93641-9862-4c4f-b41f-e79d6263ee67
b98955e9-a40d-4fb6-9f0e-12657cf77824,95qinnva,above_average,324,457,127,274,75,79,755,507,97,219,"",c2b17a57-c5c9-4f77-bc4a-b73747bcf35b,edc10478-2b38-4d38-95de-343f09310dfb,0d8f407c-a550-4f2b-b614-0efd56eadc6e,8ffbf64a-c2f0-4d44-8408-e6725a1ec75f,ceaeae81-be7d-4b5b-b717-5dd278001ec2
b098607e-ac7d-43f7-881b-6598ae7a7e82,cee3sndr,above_average,77,33,59,448,60,77,479,329,48,22,"",4e5962d1-ac5a-4064-beb5-8e3f2e5833cd,eedf328d-6f20-4007-ad0d-7c00279ba9d4,1fb2f65b-7d03-4dba-b239-8d7ce78b7c2c,0fd3babc-02bb-4340-ab6e-cc0e7bd27bd7,70b8635f-b20d-41e5-bca5-d4c502319716
03c380e1-fee0-4587-a729-c8babdc09bc1,ulluf4vr,high,752,726,672,346,702,690,625,508,380,632,light,e6883258-a902-4dc9-b03e-6176a1c7c522,42e062c8-322b-4186-96bb-0b99218e3e13,d77996d7-4107-4eda-917c-aa5a43889a46,13fb733c-aecd-40ac-bfe0-5aeeaca899f5,8dd1ca64-d4d3-4ed5-abfb-5c89097a3928
2e563e11-b27f-4eaa-8ff0-2fc9c9ea55a4,cgr187h5,high,501,370,351,327,103,96,692,345,26,317,"",323c1b0c-4df3-4329-9495-bcc5c8bc8f96,6cefc7b3-b246-4a31-8e68-870a191d8814,2e6c1e85-ad8d-4625-afb4-aeeb1306adc0,4491f067-abce-4144-a574-e2ed2dc14dc5,1377932f-f428-41a4-a12d-53c40f0989c9
39d61821-38e8-4bb2-a092-e23e96cf308d,3p276vn6,great_success,434,218,366,331,292,130,600,337,169,276,"",123f2360-fdfe-40dd-8f5f-1ccde7d8308c,f9a9c5e1-3839-4b5e-8571-9dbc340539d6,05dce9db-0d25-4009-9d86-a82b51c714f3,29f47d84-66ac-4351-b9d0-86851a6a0ca4,4cf7a4bc-20db-4ccb-aec3-ea54cb6908a6
d604cd70-6eae-4d09-b040-61583407f30b,t4u74f1f,high,729,576,554,334,562,406,718,511,291,605,light,6c3bac05-4bb9-4d3c-adc2-9a2863228ae1,b8187dc7-69f6-4018-b0dc-09f668af17c7,79068a9a-84cd-43f9-8164-c05e92ae9c0f,4b24776f-b3d4-4cc7-aaa4-6be5114a1693,cc64e7e5-eeb5-4e74-af45-30397aa45f2d
4022d65a-dfc0-4acb-ab22-ccd8be5f3a6c,9u1kegg0,high,156,75,189,313,217,82,800,219,123,157,"",1751bd8f-de3a-4855-8144-9be9f13f7d31,4bafbd23-d8c8-4f09-9a03-da67b5ca2fa7,7a2a5313-bc48-485c-b043-ef97cb586da1,d4b23afd-2ad6-46da-acbd-8aedd2ad71b1,5fa3149d-f8b1-45e3-b9aa-ad21f0caf4e3
e10ec3d7-74bb-4bdd-aee9-7aaf7d26642e,ge57ef2,above_average,103,26,69,333,65,36,487,329,100,53,"",fe40bb0a-1c0c-4e64-ba2b-2c41e5bae036,84a98b1f-5cf0-43e5-945b-117289e03719,1e576f2e-6437-4718-8eb4-b780fd3a63ac,211aee29-121d-4da6-a18f-5f195dcd96ca,03ec6ce9-f6ac-4d9a-8656-f2ae262acafb
25b5c9d2-66de-4ef7-aa39-eec63597881b,on6p5eak,above_average,3,2,1,332,1,23,658,427,24,13,"",4236e770-9ef3-4569-83d6-dd879c0bb403,33a57410-a004-4798-aff4-3cc24c8c5e65,df2d2109-8594-44c0-b9dd-36fe9f0266fc,27be893d-3397-4e59-9908-d694cc0654a0,d7d3519c-1919-4610-b48a-1060581238fe
853c5c36-5bd8-4e0b-ae1a-fc7058ad3b1c,7q12vlbb,above_average,374,94,204,335,112,69,782,506,130,97,"",9741e1ff-d36d-40f6-a399-6073756f2a15,e5775afc-e01a-48b8-b16b-2296633cd12b,d5fba802-c3b1-4aa4-8c50-1ebfeb923e5d,b40f237a-1e90-4ea4-9eda-322cea158be3,36c22ab3-457b-4dc1-a4cc-27c45f6f586f
238ba908-f608-4c6c-858c-decd88dc2d2b,bp00kbsf,great_success,266,60,184,337,111,94,693,338,31,207,"",6f471cbd-b367-445d-a466-3c60b8f6a90c,ce7d8c2a-5a64-49ed-93b2-6ac10615bbda,64f1b895-f746-4c50-9261-ed55371f8abe,74c4460a-df77-4aaf-8fc2-0b434a219fdc,1e00cead-1f06-43f1-aa21-32b7767b84b3
af7093cb-eadc-4370-b0d9-e6b1f27b4625,a3a4gmnl,above_average,620,526,314,320,57,38,758,509,24,323,light,810ef45c-d808-45dc-b902-ad3406574ac1,14424cf7-80b3-45e7-b9c5-b82be0a5a6cf,a2e3c702-37a6-4155-872b-96a59d8d6a36,1d6c4377-b682-4600-b13d-c953dc19a7e0,8cadf527-6394-489c-a41c-91683813170c
0f61cccc-04d2-4daa-9428-0bf70990e90e,4m0va84v,great_success,224,58,133,336,98,92,694,341,26,209,"",bad89e31-0e11-4aa6-a58f-cec7e52b141e,25a46bdb-f29c-4bcc-b924-79544a5507f4,38150e2d-a92b-4557-a407-93f3257e4ae3,9ca5376b-c3e9-4464-afcc-a3eead886859,2cb6f481-86b7-4c75-ae0c-ab4187bc0d8f
65d88658-94c2-4907-a682-5d2ccd27a3c2,om7p7506,great_success,323,136,224,338,286,108,695,339,27,164,"",b51bcfd5-5745-49ea-b9a3-7c42ffece323,bf660547-2380-4354-93e9-1ae1378632af,b427dd32-427c-40b1-a55f-6b7d4b9598cb,0b2e5907-c3b6-400b-8fdb-bc3c2c599410,bbbecc16-3022-4497-80b1-b1f44d9a116f
7d35a0b5-081d-48e5-9c1a-8bd5498afeaf,m4d12p06,above_average,62,99,61,208,135,140,518,189,42,1,"",b62a841a-16b4-4f4d-b864-c72384a4b964,e264250b-817f-4110-a72e-325d23831c5b,bc15ccba-8b27-49c5-9bbf-2d1a30a72e84,62bd171d-7fb5-46b0-a334-031a4dab6394,112b042f-bfa1-47b7-a7d9-0256492e3e85
ae16d629-6c7e-446f-aa80-1a5506de990a,hqnhfu91,high,398,95,194,338,97,66,762,513,111,96,"",bff52c2a-e4e0-48c7-b99c-8498386850f4,f0dbe24c-8c62-47ef-8615-faceb5eef030,52b9726e-2a75-4d4f-a518-fbdaab14617c,6d2bd9ec-58e0-40a2-a897-fe4644711a60,9b7c421f-4b81-450d-bf56-39b584e749df
511f5a58-78a2-4bab-8913-86068254471e,8mtqod1d,great_success,367,224,155,334,115,103,617,338,126,322,"",e6ac2683-5a02-4ebf-9f62-41080f870cee,f76bf13e-8ae1-43ea-af32-e958198aee76,48b16cac-ac96-4c45-a79b-e308a3973db8,db50acb8-131e-4911-8e11-85ccbb3da084,9d8e9659-4ade-4f3f-aad2-d515f56ab5bb
e910c4c0-0753-4a3d-a6d6-b44726c562c7,thcgpn3f,above_average,32,7,8,283,5,14,543,281,97,53,"",3c95b5c3-ceb7-44e8-a51b-fc45d82a4344,fe6779a1-1457-4cfe-a339-6414ca56dfcb,bcbd27f5-05b5-4ee2-ba6e-4dcf99690442,d66927f4-3504-48b9-853a-792566e74c2d,cca97cae-fb67-46a9-b0ff-ada7c4bf4721
97a46e38-37dc-43e3-a2d1-9e0f59dcc443,g3ferjj3,average,67,10,21,197,67,12,610,241,23,10,"",a8cf7c99-0405-4fed-8ce3-57fa8b971292,5229a84f-db00-4c74-8547-cc942b93f182,cf6f1eaa-6ecb-4a8b-87e7-591e51772daa,c09c1af6-3ff8-4ded-bb21-1cb1963f1da1,5cc4b056-2f98-4dc2-b8f0-4f7c8fa8653d
c1c35f9a-cc5a-4501-afd4-5910cc35576a,ruoe575k,very_high,614,536,429,246,227,156,734,305,104,371,light,9a986892-bceb-4b6a-96c3-2a64e031ba1b,e7f74d18-7107-443e-a732-7125b9ac2988,427a4580-1871-484a-acc8-471c54823aa3,32b42e06-fb78-49b9-a5d8-77e540ceb70f,b1b94e8f-f7e8-4c2d-b5d6-949a18424e41
3bf21c47-4092-49e8-a0ed-648939da9eed,sffvsf62,high,88,36,58,339,65,37,628,507,66,65,"",37c06cd6-d657-4a02-a984-1e248fe0bc8a,acc30369-c68e-4082-b768-c0d045337e2d,ac2510da-49b6-4443-8f0f-dbdb56802aa1,599643e2-231c-4ab2-a233-aa2597b7657c,009b021e-de6f-433a-b853-fcdf06c4d0f7
e426112e-7300-4363-a83d-605c197dac8d,bgemqbm1,great_success,467,381,453,332,255,187,694,336,25,405,"",064b8972-a120-466a-a30e-ac14165328c4,b226c79c-b3eb-4330-856d-dc8232dc28be,b9d1e01d-0643-4a2a-9c37-647fdf3f43ae,db98a785-71a6-48a0-9eb9-d7068f5b39a7,d17c3682-7051-4bae-8018-c44bf2fd987b
cf8f1f25-a6b1-4d52-98fe-d141de1f888e,ul7f7uet,high,571,439,409,303,101,47,544,520,27,129,"",3475618a-41a8-4df8-a3a5-c347012f2cde,998a967a-16cf-48f8-8b07-c68fdddf95e8,4efc4479-fe00-46f9-a25b-b37704e3b8f4,d1bedbcc-7c67-4362-95ed-742137346e1f,75bcb392-2b26-4950-895f-1ec5658240cb
1dd5a36b-5919-4474-acfc-a54099999db9,nh84pthv,great_success,483,361,490,339,224,134,799,340,40,359,"",6ae88a7f-c604-45e9-bf18-b8b7d5d9ca24,28caede8-bf6b-446b-8423-7ac53c5c93ae,6a17c313-de4f-4926-93ef-89531cdca3d9,d2f36633-bc55-4614-8761-30f1b326b11f,abb6210d-4718-433a-aead-4083360a77f9
0c1e8e13-60f8-467f-b341-329a4ab3d937,8aeh0077,great_success,387,282,144,302,16,15,694,344,26,233,"",ffa78b22-90e9-4a36-b27f-51169fbbfc20,797ede67-714d-47ad-bac5-b13608b1ad76,682e91c0-64f0-44c5-bc53-c31f3d46a513,2c7adbe2-c247-4c50-b9db-a977e64dca76,0c639440-e94e-406b-812e-ab7eba33944e
807e8583-7eba-41d8-81d1-5057d9303289,33kvghtr,above_average,164,103,165,193,128,131,614,1,1,291,"",6061e840-65f8-4035-b94c-6c19844c0578,75b80763-b15f-478d-8ab3-d28718ada608,3602df36-add3-46f6-82bb-e69cdc9e4cd4,b2fcd9fe-d4e8-4a45-8e0a-a0696c6a428b,4c91d0c3-b3ef-492c-bd5e-bc7d55d08f25
06849af4-dd94-4f6a-a69d-d03deb509360,dtvojdku,great_success,222,23,203,338,114,69,743,336,75,96,"",8fd442b5-51b2-468c-a003-82ee13199754,a8b821d7-2042-4260-8df1-f9e60fbdda1c,89862aa1-5639-4972-8265-8f240e60947b,000ff341-6dc7-48e9-8ff4-4fd6c528582f,fcb8e174-2755-479c-815f-cd8847daac21
b8792ffa-fccd-440a-be1b-cd8be240f145,g5tvkl04,above_average,630,516,423,330,361,196,538,503,242,474,light,e6f466f5-4ac2-4f47-8b31-9d74a5106a5f,5f3d17bd-08a8-4751-bba9-2cf98075128f,ef955306-6c96-47fe-893f-a3642efd92f4,f1886202-41de-42f3-b31f-ffa5beaeab3a,9dffb1ba-33f1-4bf0-9632-05eb3a570e9e
